id,premise,hypothesis,lang_abv,language,label
a82a7c0fa2,I agree as the only way to save us all from some damage that my own act can bring us.,There was no say how the problem could be easily solved.,sw,Swahili,1
0cb569ddb8,course the head bangers i stay away from those entirely,I find the head bangers to be dangerous association and harmful to one's health.,en,English,1
de65c05d6e,"The two very old love stories that are still said in the southwest are La Delgadina, who is interested in incest, and La Apparicien from the fifteenth century in Spain.",La Delgadina is still in the southwest.,tr,Turkish,0
0420c732de,"Yes, yes, I know that I will not mind even if they have a company or it is funded",It will not bother me if the company is funded.,ar,Arabic,0
224fd5e2e0,"Instead of creating central or decentralized information organizations, the leading organizations run their information resources through a combination of these structures.",Organizations have no idea how to manage their information.,ar,Arabic,2
ec816baf9b,"There's a lot of villas all the way along, but by degrees they seemed to get more and more thinned out, and in the end we got to one that seemed the last of the bunch.","There were many homes the whole way, but as we traveled along they were further and further apart until it seemed like we reached the last one.",en,English,0
bfc97b6dbb,"In an atmosphere of economic crisis stagnant productivity, bank closures, and rising unemployment conservatives wanted somebody tougher, more dynamic than eternally compromising old-style politicians.",There was no such thing as a bank.,en,English,2
647f9fdcaf,"'E means phonetic / e /, which in this word is pronounced as e E Ebb in all types of yiddish.",Each Kiyidi language calls 'E' to this word separately.,sw,Swahili,2
d86f09745b,um-hum they have socialized socialized health care,They don't have health care over there,en,English,2
196f41e798,"Dan Burton, in an appearance on Good Morning, America , said he had sent a letter to Attorney General Janet Reno urging her to have the FBI seize the Kuhn paperback immediately so it can be examined by its own labs.","Dan Burton appeared on Good Morning, America.",en,English,0
6b8b492db4,"This is really cool, and this dress seems to be slightly blown in the wind-","There is no wind, so the clothes are still there.",zh,Chinese,2
be4df16a93,The current security requirements will lead to excessive classification and information between institutions.,Safety requirements are much stricter than before.,zh,Chinese,1
49396c863f,My uncle is a cool guy.,My uncle is very generous.,ru,Russian,1
75c1c5c9d5,Do you have the audacity to reproach me because I won't catch your hands when I know they are soiled?When I have you for a murderer and worse?She looked at her open mouth.,He chose not to take his hands because he was soiled by a crime.,el,Greek,0
52162d5e55,"A new form survives the innovation of its first innovation (such as Telethon for - Athon) because it turns out useful, almost as if it accidental and brings something new to the idiom.",Each year over a hundred new word variants are added to English.,el,Greek,1
cf0b006688,"If you are looking for coconut rum and other types of fruit rum, here you will find a giant diversity.",Fruit -aromatic additives are never added to Roma.,ru,Russian,2
2bfb0fa6c7,The Kal nodded.,The Kal then nodded its head up and down to signal that it wanted to fight.,en,English,1
a94414aeb8,"[W]omen mocking men by calling into question their masculinity is also classified as sexual harassment, the paper added.",Men have lower levels of masculinity than in the decade before now.,en,English,1
7876d5ddda,"Tourism offices tried to rename the L'Estrie region, but even the most militant Quebecli prefers the direct, more about translation of Cantons de L'Et.",They want to keep the name the same because it's great.,tr,Turkish,2
db6dfb695d,3) The gap between the productivity of women and the productivity of men.,The gender productivity gap.,en,English,0
468b0893b3,What I think of you can be very little matter for you.It was a respected stroke.,What i think is not a matter of you,ur,Urdu,0
68a4a65eee,"In the summer, the Sultan's Pool, a vast outdoor amphitheatre, stages rock concerts or other big-name events.",The Sultan's Pool only hosts concerts in winter and spring.,en,English,2
2722e279fe,"He jumped up, planting one hand on the charging horse, and came at the brute with the axe.",He swung at the brute with his sword.,en,English,2
f5c3f79eec,"And on the other hand we have eaten all kinds of rakun, pomos and tortoise.","I have eaten unusual animals such as turtles, recoon and posam.",hi,Hindi,0
0913bac121,"Um, as far as I was never said ---",He told him everything I had to know,de,German,2
3febcc82da,"Instead of indulging in the usual teary nostalgia about baseball (that means you, Ken Burns), Will considered it as a craft, explaining exactly why a manager calls a hit-and-run now and not on the next pitch, how a pitcher sets up his fastball, why a shortstop moves in a step for one kind of double play and out a step for another.",Will is such an expert in explaining the details of baseball.,en,English,0
3619dd7b86,ooh that does get high yeah i mean,"That does increase, yeah.",en,English,0
c84f8cf90c,G. Burdens request from LSC obligatory lawyers to withdraw from cases when the customer leaves the United States,The lawyer of the Legal Services Company cannot work on issues related to non -citizens.,ar,Arabic,1
cb1ca96348,"Across the square are Laleli's streets, where to find cheap clothes.",Cheap clothes are being sold in Laleli.,vi,Vietnamese,0
b18a2f0229,We have started withMathematics formatWhich revealed something about the hierarchy of the organizationAlthough the best model today is a curiosityDespite their ability,There is a lot to learn about the organization.,th,Thai,1
f2f56b98db,"It is a small screw that has set an injection, but the one that has set the breath pressure hose to the pilot and back pressure.",The screw is tiny and silver.,de,German,1
3f881f8c2e,"7) Nonautomated First-Class and Standard-A mailers have the option of requesting that their mail be processed manually, even though the costs for such processing are substantially higher than mechanized processing.","Nonautomated First-Class and Standard-A mailers can ask for their mail to be processed by hand, though it costs the postal service more.",en,English,0
0bf8c99390,"During the half-century of its existence, Israel has absorbed approximately 2.5 million Jewish immigrants, displaced persons, refugees, and survivors of the Nazi Holocaust.",Israel shunned the Jewish people from entering to escape the Nazi Holocaust.,en,English,2
1aa1813755,"It is great if you can spend time visiting your school, and watching the advances we have made over the years and shared our pride in our heritage!","Do not visit the school, just send money.",vi,Vietnamese,2
0894d227c0,"In general, six elements appear  purpose, type of data collected, method of data collection, design, method of data analysis, and reporting.",Purpose is one of the six elements that appeared.,en,English,0
bb2488e6bb,"On the other side of the peninsula, off the tourist track in the peninsula's  heel,  are the curiously romantic landscapes of Puglia, from its centuries-old trulli constructions to the medieval fortresses of the German emperors.",Puglia has beautiful landscapes.,en,English,0
a8b04119a7,"There followed the Balkan Wars, in which Turkey lost western Thrace and Macedonia, then World War I, into which Turkey entered on Germany's side.",Turkey entered the first world war fighting against Germany.,en,English,2
